Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Ghana,GHA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.481,70.423,67.881,66.515,64.279,62.026,59.76,58.808,58.238,..
Ghana,GHA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.9826506,20.84429292,19.56170992,18.13655032,17.3232302,18.85378266,19.65747352,19.5136382,20.94306878,20.7225877
Ghana,GHA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,4.747442244,4.780858086,4.780858086,4.780858086,4.780858086,4.780858086,4.780858086,..,..,..
Ghana,GHA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,78.1,78.9,..,..,..,..,..,..
Ghana,GHA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,32.88219255,28.19639901,30.8,27.2444256,..,..,..,36.3,..,..
Ghana,GHA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Ghana,GHA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,306.2091991,357.7031811,408.8528148,444.388812,469.7855286,503.5466689,542.2116806,552.5028212,..,..
Ghana,GHA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,329.3104134,327.9003763,321.6899812,350.4731743,354.2488434,367.1611029,361.9449789,359.1793791,..,..
Ghana,GHA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.83170482,31.19323915,33.87687478,33.45489545,37.44959986,31.52542049,30.05511947,34.66404355,31.77081649,35.25187342
Ghana,GHA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,31306595151,34860777090,33834901615,35613059069,32594881070,40593555086,43805044740,42671875427,43741980956,..
Ghana,GHA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.982,3.873,3.715,3.65,3.593,3.541,3.492,3.434,3.397,..
Ghana,GHA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,3192320531,3485333369,3254990000,2989035000,3879831470,1875782953,2533586462,1428411737,1319315615,..
Ghana,GHA,Forest area (sq. km),AG.LND.FRST.K2,78804.4,79222.4,79640.4,79712.6,79784.8,79857.1,79929.333,80001.611,..,..
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,49436806230,56144179398,60385409435,67259353966,68352629246,70008243860,79514204730,73919003210,80547146878,82825288889
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.076466435,3.80484981,3.140090998,5.684872604
Ghana,GHA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1880,1760,1830,2060,2170,2250,2300,2400,2280,2320
Ghana,GHA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5040,4810,4920,5290,5760,6110,6410,7080,7070,7730
Ghana,GHA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,53887106037,51665371593,54862193998,63128492723,67707676065,71842815051,74951261297,79506151357,77050378067,79779355453
Ghana,GHA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.44493E+11,1.41337E+11,1.47531E+11,1.6199E+11,1.79917E+11,1.94854E+11,2.08285E+11,2.34845E+11,2.39042E+11,2.66081E+11
Ghana,GHA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.70964117,25.45565545,19.56551996,21.709335,18.64727562,18.22366699,17.03667792,15.79984305,9.899861078,9.956555466
Ghana,GHA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,7.585975796,2.298139744,4.427172319,8.305354209,1.143254011,..,0.726084594,1.957407169,2.110037622,..
Ghana,GHA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,89,95,92,92,88,94,95,90,..
Ghana,GHA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,42.6895661,36.6837603,36.67149051,34.50362202,39.37520287,35.05007823,32.65271144,35.45141224,32.61704503,34.10077575
Ghana,GHA,Income share held by lowest 20%,SI.DST.FRST.20,..,4.7,..,..,..,..,..,..,..,..
Ghana,GHA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,31.1193795,27.69325465,29.95221769,31.17774363,31.10772437,29.87675423,28.40501467,31.47005051,29.46662238,28.80557233
Ghana,GHA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,13.25296668,15.74862031,10.67730823,10.5684825,8.481070297,9.365574966,12.10610163,28.18387281,40.1057982,25.36777887
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498,..
Ghana,GHA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.11394953,42.8503903,43.85496471,41.74437955,42.54262099,38.42547465,35.66155267,43.15128535,38.12922144,43.66299289
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.392915126,0.291412454,0.312701279,0.325876239,0.343818179,0.350949234,0.382741906,0.337946356,0.389157462,..
Ghana,GHA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,121.997,130.481,122.472,133.61,130.705,126.887,124.403,120.803,98.8059,..
Ghana,GHA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,52.5,50.2,48.1,46,43.9,42,40.2,38.5,37.1,..
Ghana,GHA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,100,100.7,94.8,99.5,100,99.5,108.9,111.1,117.8,..
Ghana,GHA,Net migration,SM.POP.NETM,-13306,7009,-4913,-19375,-21857,-291,-11259,-10003,-10003,-13114
Ghana,GHA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1770479980,1318650024,1263540039,1067619995,910989990.2,2204360107,1238469971,1045640015,..,..
Ghana,GHA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,4982442362,2979934204,3536410000,3520566623,4053694729,4291956801,1923627453,2070452061,2431468249,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,126.1143887,129.0179397,131.8816648,134.6470291,137.3820281,140.1477124,142.9184558,145.6894253,..,..
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.307127331,2.276212039,2.195357928,2.075171366,2.0078052,1.991819851,1.959045844,1.920290343,1.908602897,1.875000103
Ghana,GHA,"Population, total",SP.POP.TOTL,28696068,29356742,30008354,30637585,31258945,31887809,32518665,33149152,33787914,34427414
Ghana,GHA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,..,39,..,..,..,..,..,..,..,..
Ghana,GHA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,23.4,..,..,..,..,..,..,..,..
Ghana,GHA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,..,..
Ghana,GHA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,12.6,..,..,..,..,12,..,..
Ghana,GHA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,93.67414856,..,87.84977722,88.04061127,..,..,..,92.00717163,..,..
Ghana,GHA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,14.5298039,14.15894343,14.52053126,15.06928929,14.69480555,13.75450736,14.92637312,15.55055069,..,..
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.0158534,100.4157015,99.05007172,97.31511688,98.37718964,96.87181091,97.90464783,96.53315735,..,..
Ghana,GHA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.981519997,0.996119976,0.996869981,1.002220035,1.008170009,1.012359977,..,..,..,..
Ghana,GHA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,67.08258744,67.15789209,66.38191986,67.75382233,70.60788727,73.27404785,75.31326294,76.78309631,..,..
Ghana,GHA,Surface area (sq. km),AG.SRF.TOTL.K2,238540,238540,238540,238540,238533,238533,238533,238533,..,..
Ghana,GHA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.69056321,11.05832919,11.57703128,12.24424151,11.99699591,11.34043196,12.24468673,12.29753581,..,..
Ghana,GHA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,7.8,7.8,7.8,7.8,7.8,7.7,7.7,7.7,7.7,7.7
Ghana,GHA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,7.38187819,26.04238364,30.34585201,17.24682242,36.95937464,11.90553682,16.92401386,17.87127953,4.952030116,..
Ghana,GHA,Urban population growth (annual %),SP.URB.GROW,3.548013793,3.494589362,3.390041309,3.246829305,3.155317827,3.11759647,3.061939072,3.000915537,2.965861845,2.909504322
Kenya,KEN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.864,73.781,68.182,66.659,63.656,59.38,59.513,57.272,56.313,..
Kenya,KEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.46961478,20.03451643,20.89363741,20.31491042,20.86116381,22.70272616,21.4770751,21.03619206,21.80995639,21.347982
Kenya,KEN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,15.55555556,19.47826087,19.47826087,19.47826087,19.47826087,19.47826087,19.47826087,..,..,..
Kenya,KEN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,70.2,..,..,..,..,..,..,..,..
Kenya,KEN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,64.07890737,61.17414876,59.96823824,61.92098938,59.80065213,65.11621062,64.7,62.5,..,..
Kenya,KEN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,172.1650833,173.2666023,175.5974042,178.1421104,175.8106051,172.6438198,184.4260393,189.3554654,190.082933,..
Kenya,KEN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,528.5507116,531.5020597,536.7154692,544.6185762,542.0420295,532.9993431,538.1014897,539.8469254,543.7657432,..
Kenya,KEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.1287339,13.2497448,12.73665994,12.54197533,11.42799569,9.641868882,10.76957434,12.19196922,11.68610544,11.13668687
Kenya,KEN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,19783760502,21057671043,26951349499,31433802016,34970099590,38038451074,41219100012,41556299640,42910026054,..
